"idno"	"chip_meth"	"pos_meth"	"site"	"bcell"	"tcell"	"nkcell"	"neutro"
4016041	5806361045	"R06"	"COL"	0.219791346446987	0.00292587776332898	0.174890321182906	0.21397797381489
4016068	5854945036	"R02"	"COL"	0.409071917167186	0.00173385348938015	0.180794020473379	0.205696422929573
4016092	5854945042	"R04"	"COL"	0.111753166298577	0.351592977893368	0.259329469750311	0.213204043666347
4016122	5859594023	"R06"	"COL"	0.119955533495426	0.004605548331166	0.15690841141743	0.148886995132364
4016165	6229033043	"R01"	"COL"	0.121721222631693	0.00503901170351106	0.163516221632454	0.176887547897491
4016173	5806361039	"R03"	"COL"	0.279811337616315	0.00763979193758124	0.167860900694293	0.240394162539363
4016181	5854671015	"R06"	"COL"	0.058251101657103	0.093206014020753	0.151871310187943	0.228742534433102
4016203	6929718155	"R06"	"COL"	0.101832026280052	0.00189640225400955	0.0934842658289552	0.149603495073284
4016254	6190773039	"R01"	"COL"	0.217728087978943	5.41829215431333e-05	0.0725775876076478	0.207751385094043
4016270	5806361005	"R03"	"COL"	0.294561577815543	0.00108365843086256	0.114065969777393	0.230017804405216
4016300	8221916088	"R02"	"COL"	0.0771883763369889	0.0946575639358475	0.118236472945892	0.129590835581605
4016319	6055574023	"R06"	"COL"	0.101235880632602	0.0001625487646294	0.0256188051779234	0.226796254528008
4016335	5806361043	"R05"	"COL"	0.11548795669409	0.000379280450801933	0.0470671071873476	0.265265916653012
4016343	5854945038	"R06"	"COL"	0.258718736893708	0.0132206328565236	0.0746357580024914	0.267037280675787
4016351	6055574023	"R05"	"COL"	0.297565201216643	0.000433463372345066	0.0124031847478742	0.251644148238613
4016386	6229017158	"R03"	"COL"	0.0847561104760113	0.00579757260511482	0.184698634061139	0.172297568178293
4016408	7800246108	"R03"	"COL"	0.100885252258604	0.00796488946684004	0.184368564970755	0.19853501856654
4016432	6190773038	"R02"	"COL"	0.104921514480496	0.00113784135240569	0.0839850554325943	0.227823410630199
4016459	6247004010	"R05"	"COL"	0.0644395111393973	0.00205895101863895	0.265016519525538	0.21520071726726
4016467	5806361045	"R03"	"COL"	0.10155459939108	0.00227568270481149	0.137131190920918	0.149764314603231
4016505	5854945054	"R05"	"COL"	0.113853376471678	0.00281751192024271	0.0419216812002383	0.179034847076083
4016521	5806361015	"R06"	"COL"	0.182730564019287	0.00671868227134809	0.0333640253479933	0.209344134664287
4016530	5806361049	"R06"	"COL"	0.0545228032124156	0.0742306025140875	0.045333911065374	0.207412485754652
4016572	7810920045	"R03"	"COL"	0.0990411330833504	0.0001625487646294	0.0188485078264637	0.278001355609014
4016602	5859594026	"R04"	"COL"	0.489430119140373	0.357007207314251	0.190759898174728	0.311451872680802
4016610	6190773034	"R02"	"COL"	0.107592876010153	0.000108365843086267	0.0414883821697449	0.204488908059866
4016696	5854945029	"R04"	"COL"	0.186863212659874	0.407076289553533	0.206001882528647	0.194247332213856
4016726	5854945029	"R01"	"COL"	0.155806875797002	0.000921109666233155	0.311379515788333	0.217089514219369
4016742	6229076168	"R01"	"COL"	0.0806410996511968	0	0.171449532955587	0.23281051536914
4016777	7810920072	"R01"	"COL"	0.0831170445796321	0.286031642826181	0.242430807561068	0.155446996343257
4016785	7810920110	"R01"	"COL"	0.0877721180571387	0.0587837332009487	0.148946541732113	0.188489694087247
4016807	5854671019	"R04"	"COL"	0.28473878170388	0.325205895101864	0.4633591507339	0.40693645491321
4016815	5854945022	"R03"	"COL"	0.30874250882182	0.000921109666233155	0.134106049937713	0.231080905071587
4016823	5854945041	"R01"	"COL"	0.0995275739592131	5.41829215431333e-05	0.0121323728538157	0.210953441248292
4016866	6190773034	"R04"	"COL"	0.203015939611736	0	0.289980462012056	0.247642354333437
4016874	7810920110	"R02"	"COL"	0.0835237028968723	0.157401387082791	0.0866598060986838	0.155135798235513
4016882	6229017137	"R01"	"COL"	0.0943576218786709	0.004605548331166	0.158749932297026	0.237847835539003
4016920	5806361005	"R04"	"COL"	0.0849095474052549	0.154042538469414	0.29383090505335	0.198727879905948
4016947	6229025010	"R01"	"COL"	0.111225714842946	0.121694841785869	0.166874289118778	0.183054622998669
4016955	6229025008	"R05"	"COL"	0.0855143598604867	0.000921109666233155	0.129393922981097	0.176061468388454
4016963	6229017156	"R02"	"COL"	0.446855291197113	0.0257368877329865	0.0782646373828738	0.239402987666776
4017005	5806361040	"R03"	"COL"	0.136045825800907	0.00487646293888166	0.0669827495258931	0.223450850020953
4017021	5854945034	"R06"	"COL"	0.118773529825635	0.00276332899869958	0.205004603802199	0.266009701586755
4017048	6229025016	"R03"	"COL"	0.0721194838664542	0.0189098396185522	0.0905594973731246	0.15513785818753
4017064	7800246180	"R04"	"COL"	0.120364936181358	0.00200476809709582	0.0848724475978985	0.195367531969222
4017072	5806361043	"R05"	"COL"	0.514162161714534	0.00102947550931942	0.0649364734542669	0.217032205925668
4017080	7810920057	"R01"	"COL"	0.103170582944338	0.00249241439098391	0.061961761360559	0.20756763167606
4017102	5806361015	"R01"	"COL"	0.324246694125298	0.0001625487646294	0.0959215728754806	0.173908116955238
4017129	6229076048	"R04"	"COL"	0.107863910883658	0.012570437798006	0.0737691599415047	0.196086263915887
4017137	6229076132	"R02"	"COL"	0.193000907991564	0	0.148892379353301	0.234249387619196
4017145	6229076077	"R03"	"COL"	0.0983580672566808	0.0167746049727381	0.149975626929535	0.249968914654021
4017153	6190773023	"R03"	"COL"	0.245718621287665	0.0001625487646294	0.0858473704165087	0.28612746129303
4017196	5806361039	"R06"	"COL"	0.038553835166879	0.0235551714356174	0.0192818068569571	0.387173603319479
4017218	7810920098	"R06"	"COL"	0.0491798533018082	0.0710338101430429	0.111520337973244	0.217437963159874
4017242	5854671015	"R03"	"COL"	0.370002620561231	0.000596012136974466	0.0881287311557252	0.217503319938799
4017269	6229025022	"R05"	"COL"	0.0863287426583124	0.000216731686172533	0.0802144830200943	0.171095338453269
4017307	5806361038	"R02"	"COL"	0.0337099999355756	0.0186389250108366	0.0155945841926214	0.244858125578265
4017374	6229017156	"R06"	"COL"	0.0971367067214052	0.000704377980060733	0.159942275714186	0.25086293350946
4017439	6229076038	"R02"	"COL"	0.106170741409097	0.0055808409189424	0.0376428532741158	0.177980528929578
4017447	5859594019	"R06"	"COL"	0.12979622805116	0.0001625487646294	0.185397822672372	0.134388788965705
4017463	5859594026	"R06"	"COL"	0.203710622924355	0.00146293888166449	0.132264529058116	0.281877867557403
4017501	5854945042	"R02"	"COL"	0.0653740437046402	0.057766185026748	0.144396901911932	0.258547772163222
4017536	5854945029	"R04"	"COL"	0.208367645304013	0.0280667533593412	0.0548123273574176	0.381168941558085
4017544	5859594019	"R05"	"COL"	0.0916102540435674	0.00216731686172522	0.112441098413042	0.29547727886391
4017552	6229025010	"R03"	"COL"	0.0630984561581414	0.111477267452987	0.2444348155771	0.179281582670316
4017587	5806361038	"R05"	"COL"	0.393236505527856	0.0164716081491114	0.0716381579737392	0.265949505572056
4017595	5854945038	"R04"	"COL"	0.422220930701028	0.00135457303857822	0.0161403888858799	0.222405977249452
4017625	8221916140	"R04"	"COL"	0.0850206150685362	0.0118660598179454	0.0889887883875859	0.169216417858845
4017633	7810920063	"R05"	"COL"	0.0782370902856663	0.00200476809709582	0.0827601148242431	0.161333214435844
4017650	5854671015	"R04"	"COL"	0.0782512774286755	0.00254659731252704	0.0479878676271461	0.168711389997001
4017668	6055574024	"R03"	"COL"	0.100278650103318	0.000758560901603866	0.0284894112549423	0.235810271659408
4017684	5854671019	"R06"	"COL"	0.0784442753215181	0.252871694841786	0.264854032389103	0.262298720377834
4017692	6190773039	"R01"	"COL"	0.461311049581679	0.00471391417425226	0.0977795142199469	0.226933302329794
4017714	8221916088	"R01"	"COL"	0.0657916070895567	0.00167967056783702	0.106591561501381	0.192439636102719
4017722	5854671019	"R01"	"COL"	0.0933056217139673	0.000758560901603866	0.192873409686869	0.234394322009265
4017773	6229076132	"R04"	"COL"	0.0764148631749059	0.00243823146944078	0.00855765585224499	0.233073602521005
4017790	8221916098	"R06"	"COL"	0.0266599780650093	0.00915691374078886	0.0511292855982235	0.196528069547079
4017803	5854945038	"R01"	"COL"	0.308884509476375	0.000433463372345066	0.0180360721442886	0.158134483190236
4017846	6229076077	"R02"	"COL"	0.107625218563808	0.0406956411058733	0.145897872219846	0.214823527713734
4017862	6190773022	"R04"	"COL"	0.0748082417218443	0.0294213263979194	0.0365596056978823	0.208135161289284
4017900	6229017163	"R01"	"COL"	0.0671769928125965	0.000108365843086267	0.0965173590424091	0.181095895201607
4017919	8221916118	"R01"	"COL"	0.0972446678894998	0.0508777633289987	0.148946541732113	0.250104798656674
4017927	5854671024	"R03"	"COL"	0.342832093189023	0.00254659731252704	0.100579537453285	0.259569518379682
4017943	6190773022	"R01"	"COL"	0.0865363780761493	0.00124620719549196	0.023019010994963	0.215829693330195
4017951	6229076048	"R03"	"COL"	0.124738197106557	0.0281209362808843	0.150035149669835	0.224468492645585
4017960	6229076077	"R02"	"COL"	0.124926517148343	5.41829215431333e-05	0.178085901532795	0.244827664285212
4018001	6229025022	"R05"	"COL"	0.0621023084198395	0.0798114434330299	0.150691652734732	0.203329950570513
4018036	6229017137	"R02"	"COL"	0.127116746269597	5.41829215431333e-05	0.0421924930942967	0.25165966353727
4018117	6229017126	"R05"	"COL"	0.1425223716188	0.00438881664499347	0.0581703948437415	0.224088921381975
4018141	5806361023	"R01"	"COL"	0.12415749080996	0.00563502384048553	0.112224448897796	0.205627225184685
4018150	7810920045	"R06"	"COL"	0.0826495438452903	0.247507585609016	0.149261401586065	0.176522861038558
4018192	6229017157	"R04"	"COL"	0.0539941787432181	0.291004129493531	0.103883442560797	0.11958616909219
4018222	7810920110	"R03"	"COL"	0.0904694621558942	0.000270914607715667	0.0281644369820723	0.21784865011578
4018265	7507867004	"R01"	"COL"	0.149089529590288	0.0728218465539662	0.192872230948383	0.210241005139201
4018273	5854671019	"R04"	"COL"	0.0680985677721798	0.0245448634590377	0.0952716243297406	0.181368971553202
4018281	8221924042	"R06"	"COL"	0.0708315836056503	0.00108365843086256	0.0199859177815089	0.209516805125548
4018338	5854945002	"R01"	"COL"	0.0582587352403329	0	0.0442423431749143	0.206197474443593
4018362	6229025011	"R03"	"COL"	0.0852187267582255	0.00178803641092329	0.178790012457347	0.22271677811539
4018400	6229017126	"R06"	"COL"	0.0987562638769058	0.323742956220199	0.108862648112081	0.1969868984224
4018427	6190773038	"R05"	"COL"	0.061333996331307	0.0001625487646294	0.0687320587120186	0.235758641841116
4018460	7800246106	"R02"	"COL"	0.0930657809947079	0.00270914607715644	0.063965769376591	0.267344192847757
4018486	6229033043	"R01"	"COL"	0.0868528628480219	0.0299631556133507	0.105616638682771	0.113586072451567
4018494	5854945029	"R02"	"COL"	0.0923393904709287	0.00335934113567404	0.142606941912708	0.144390648317227
4018540	5854671015	"R03"	"COL"	0.0810828028494063	0.000108365843086267	0.176894329198938	0.182130304770111
4018567	7810920057	"R06"	"COL"	0.0760860850066823	0.152091460771565	0.217384128132759	0.218026600429937
4018591	5806361039	"R01"	"COL"	0.0670394286578	0	0.0113740995504522	0.219751122398625
4018680	5854945036	"R01"	"COL"	0.0697532997523337	0.0001625487646294	0.180772811665844	0.215681231708634
4018745	6229076139	"R06"	"COL"	0.0686121081704215	0.0001625487646294	0.139505960665489	0.217768129140523
4018770	6229017126	"R01"	"COL"	0.104078789147793	0.121894970000918	0.22224537584718	0.259974514677663
4018788	8221916053	"R06"	"COL"	0.109278041423393	0.000270914607715667	0.0709912977754338	0.173377364723745
4018796	6229076048	"R05"	"COL"	0.132891809811983	0	0.166485303896339	0.230136380056793
4018818	6229076105	"R02"	"COL"	0.157308797272232	0.0844217698019509	0.224773872068461	0.209279795884813
4018826	5854945053	"R02"	"COL"	0.0617729481216888	0.00655613350671869	0.204192168120024	0.212989865684367
4018850	5854671023	"R05"	"COL"	0.318718838066334	0.172720757329714	0.230460921843687	0.224449965992064
4018869	5854945024	"R01"	"COL"	0.0580059652031916	0.00281751192024271	0.281384710828856	0.233343369482468
4018877	6229025008	"R02"	"COL"	0.0726282852172971	0.00238404854789775	0.135600156204685	0.298051048448389
4018915	5806361008	"R03"	"COL"	0.108982871352848	0.00205895101863895	0.155391864810702	0.244406606420912
4018923	5854945002	"R05"	"COL"	0.217085642405486	0.00205895101863895	0.150930132807572	0.321326038676128
4018931	6229017119	"R05"	"COL"	0.121488623510113	0.0006501950585176	0.00714943400314139	0.238816047823054
4018958	6229025010	"R03"	"COL"	0.0865292443498187	0.0810576506285219	0.118675959958598	0.199942503130554
4019032	6229025160	"R03"	"COL"	0.0716908471259881	0.00948201127004766	0.10334181877268	0.157777325798546
4019040	8221916088	"R03"	"COL"	0.0780431689104063	0.00807325530992631	0.108541407138601	0.193323241544068
4019059	7507867012	"R01"	"COL"	0.103143539811666	0.113805556997831	0.136326707468992	0.127413524713847
4019113	6229076139	"R04"	"COL"	0.102121372935595	0.00135457303857822	0.124465146509235	0.243555436187864
4019121	5854945036	"R03"	"COL"	0.2939710434277	0.000108365843086267	0.0381303146834209	0.288794148358846
4019130	5806361050	"R02"	"COL"	0.304932771783858	0.0759102730819246	0.177549171063792	0.183032835281605
4019180	6229017126	"R03"	"COL"	0.0751810777849446	0.00308842652795838	0.118669771976385	0.202936107158161
4019229	7810920009	"R01"	"COL"	0.0669149357458472	0.10717381881231	0.171637311301584	0.198149087010922
4019261	5854671024	"R05"	"COL"	0.124128107044319	0.00341352405721718	0.180089909548827	0.235168414293709
4019326	6229076048	"R01"	"COL"	0.0732059560475177	0.00178803641092329	0.0533499431295023	0.254286543049756
4019342	6229033025	"R06"	"COL"	0.317183320907622	0.200856090160381	0.162541298813844	0.163963596990616
4019385	6229076139	"R03"	"COL"	0.0756219846182923	0.0003250975292588	0.0514000974922819	0.235818742311935
4019393	6229017137	"R04"	"COL"	0.0905628061859968	0.332954052882531	0.1572333856903	0.239234456587173
4019407	6229017156	"R04"	"COL"	0.107756259876702	0.274111400086693	0.12787737637437	0.226327919215046
4019423	7507867012	"R03"	"COL"	0.405303654289766	0.137245340268747	0.121023732523504	0.191000445436814
4019440	8221916088	"R06"	"COL"	0.104942931626612	0.182162982228002	0.169690732816985	0.143034108444662
4019490	6229076111	"R05"	"COL"	0.319318847075299	0.0001625487646294	0.186156095975735	0.244776540780197
4019504	8221916052	"R06"	"COL"	0.188521999055841	0.0623103597745991	0.101175323620213	0.161860419096929
4019555	5854945029	"R06"	"COL"	0.0587272910341302	0.0283918508886	0.172119698234421	0.200328828844901
4019571	6229033043	"R03"	"COL"	0.0564906870607975	0.00758560901603811	0.0514000974922819	0.346867558736942
4019598	5854945054	"R03"	"COL"	0.105997050782702	0.020047680970958	0.149704815035476	0.213312372342742
4019610	5806361057	"R05"	"COL"	0.269554244959035	0.00487646293888166	0.185590572167626	0.21288247829658
4019652	7810920108	"R06"	"COL"	0.0730994624977782	0.00281751192024271	0.0457130477170558	0.194510660280844
4019687	6229025011	"R06"	"COL"	0.0933782175852621	0.0994256610316429	0.0201632998179794	0.2062717911746
4019695	5806361038	"R03"	"COL"	0.0938908080539595	0.219928478543563	0.086137942536296	0.216280979917265
4019741	7810920045	"R01"	"COL"	0.515584459080517	0.174370361034533	0.246492985971944	0.142794344542956
4019750	5854945024	"R04"	"COL"	0.0698759925951064	0.00373862158647598	0.111682825109679	0.184920843620479
4019768	6190773034	"R03"	"COL"	0.105924860988487	0.0981794538361509	0.015273790824893	0.275963484312729
4019784	6229025010	"R01"	"COL"	0.10734567109638	0.153446033810143	0.131989187053503	0.16642130779431
4019806	6229017157	"R04"	"COL"	0.248095173304176	0.0003250975292588	0.00525375074473267	0.179070543219613
4019903	5854945054	"R04"	"COL"	0.0957600276490929	0.12875792545203	0.142453085551585	0.198147445967174
4019911	5854945053	"R01"	"COL"	0.0755147923414067	0.0004876462938882	0.0908844716459947	0.189433272588813
4019920	7507867014	"R06"	"COL"	0.0721828553129011	0.0004876462938882	0.0960085540713784	0.210361674108749
4019970	7810920076	"R02"	"COL"	0.0717864174686615	0.000379280450801933	0.0633158208308509	0.262566505952768
4019997	6229025022	"R01"	"COL"	0.130392369390852	0.00482228001733853	0.178341856771553	0.137136913719011
4021010	5854945038	"R05"	"COL"	0.0534923221011986	0.0192814587650996	0.152106057422812	0.144914418713588
4021061	6229076132	"R01"	"COL"	0.0613768721294387	0.185831653586581	0.038942750365596	0.209627812087611
4021088	7810920098	"R03"	"COL"	0.0835532254796152	0.0704919809276117	0.145998213861934	0.151177363617198
4021096	7800246109	"R05"	"COL"	0.121975730721159	0.0006501950585176	0.0289768726642474	0.146256329855796
4021100	7810920072	"R04"	"COL"	0.0671255736640957	0.182433896835717	0.168282510967882	0.212620586315365
4021126	5854945034	"R04"	"COL"	0.361136774015756	0.200204285678863	0.226930329086932	0.262687807520801
4021142	5806361049	"R03"	"COL"	0.315669003790233	0.00709796272215002	0.100517608349385	0.232302380298798
4021150	7810920052	"R05"	"COL"	0.0412207315501252	0.00243823146944078	0.172453014136381	0.25218948090981
4021240	7810920072	"R03"	"COL"	0.118368860085047	0.0108365843086259	0.0128906461571793	0.205392891824086
4021274	7507867012	"R05"	"COL"	0.10233167728085	0.0546223154933874	0.116728493834418	0.21504994042071
4021282	6190773029	"R04"	"COL"	0.212269604607058	0.258127438231469	0.094835618567238	0.193608856509952
4021290	6229017156	"R02"	"COL"	0.11718711688537	0.00167967056783702	0.13529762227157	0.205991570432395
4021304	5859594023	"R02"	"COL"	0.0844682938897977	0.00113784135240569	0.254400693278449	0.255655046757015
4021312	5806361005	"R06"	"COL"	0.0674607614219147	0.00298006068487211	0.0293542758725549	0.232812108347449
4021320	5859594023	"R04"	"COL"	0.0876919486326339	0.00612267013437362	0.0608243514055137	0.129371838114938
4021398	8221916053	"R04"	"COL"	0.0746229183846394	0.0845253576072822	0.129062544345923	0.193768414736135
4021444	8221916052	"R02"	"COL"	0.0934429677772914	0.0166883398352839	0.128689812056546	0.202245606987092
4021452	8221916053	"R06"	"COL"	0.115294940388114	0.00400953619419164	0.0125115095054975	0.157645626892952
4021460	5859594026	"R02"	"COL"	0.237155863862996	0.000379280450801933	0.0558959566361457	0.387885364266588
4021614	6229025022	"R02"	"COL"	0.0641304957586744	0.00942782834850453	0.251475924822618	0.236731465180341
4021622	6190773023	"R02"	"COL"	0.328110719291486	0.00113784135240569	0.214350044966494	0.180361507291604
4021690	5806361038	"R01"	"COL"	0.0826475376498017	0.00108365843086256	0.0648806348135664	0.209621746456688
4021738	5859594019	"R06"	"COL"	0.458476171480486	0.000270914607715667	0.106591561501381	0.214212421285229
4021800	7810920052	"R03"	"COL"	0.127340528396351	0.0145752058951019	0.0719818014407193	0.184824846918813
4021827	8221924069	"R01"	"COL"	0.336249311483052	0.0590052015604682	0.129610572496344	0.284948378037711
4021860	6229017114	"R05"	"COL"	0.072325634056326	0.00113784135240569	0.0971488972537631	0.182206093637985
4021886	8221916052	"R01"	"COL"	0.0685674040215849	0.055591677503251	0.187510155446027	0.313184823923596
4021894	5854945034	"R02"	"COL"	0.049321080951005	0.00205895101863895	0.0378053404105508	0.216822943603906
4021908	5854945041	"R06"	"COL"	0.173234442856101	0.00330515821413091	0.151383848778638	0.194199099409051
4021959	6190773037	"R04"	"COL"	0.0890053957331832	0.000812743823146889	0.0249146942533716	0.199555945557147
4021983	6229017153	"R03"	"COL"	0.0940738556271883	0.0006501950585176	0.0306740070650685	0.255915679461173
4022076	6190773034	"R06"	"COL"	0.0918385169602707	0.096553966189857	0.106525923913007	0.195435613249906
4022084	5859594022	"R05"	"COL"	0.363646217212226	0.0001625487646294	0.0937009153442019	0.243704782889115
4022130	6190773023	"R01"	"COL"	0.0762724361833184	0.000270914607715667	0.101715560441943	0.317668901987748
4022157	6229017114	"R03"	"COL"	0.0729943276106265	0.00828998699609884	0.125385906949033	0.266856221722076
4022238	7810920110	"R05"	"COL"	0.0699713126165671	0.0249241439098397	0.0437632020798353	0.19524414126105
4022254	7800246180	"R06"	"COL"	0.382308105483195	0.00227568270481149	0.191852325686592	0.177775810691136
4022289	7800246180	"R02"	"COL"	0.0659526669786173	0.0319137407889033	0.0706277419704273	0.196640162803315
4022297	7810920076	"R06"	"COL"	0.103170399157176	0.199338968357174	0.168554723422123	0.226775508676538
4022300	7507867014	"R01"	"COL"	0.115440105997134	0.0571087993064586	0.144697348220524	0.16982780791838
4022335	5854945002	"R01"	"COL"	0.120238702217193	0.00698959687906375	0.120355013594159	0.269273758343062
4022351	5806361005	"R02"	"COL"	0.0884699402077203	0.00812743823146944	0.123923522721118	0.245313220921753
4022394	5806361039	"R05"	"COL"	0.0886637689424343	0.0004876462938882	0.0820560038996913	0.334742771108661
4022408	5854671023	"R06"	"COL"	0.106707070303394	0	0.0379136651681742	0.131384097098158
4022505	7507867004	"R06"	"COL"	0.0822802170689373	0.0393909839618553	0.069338606343239	0.328933555557873
4022530	6229076077	"R04"	"COL"	0.145252428245209	0.00270914607715644	0.196230298434707	0.334859761312023
4022556	6229017126	"R01"	"COL"	0.0881917516860573	0.0867502820071751	0.136833054770521	0.208596930531825
4022564	6190773039	"R03"	"COL"	0.145186331297182	0.200639358474209	0.172886313166874	0.199570912377693
4022602	7810920072	"R04"	"COL"	0.0741383047908086	0.109612050281751	0.179331636245464	0.207068614100564
4022610	5806361057	"R04"	"COL"	0.404996748319965	0.000704377980060733	0.0643449060282728	0.259532132412879
4022629	8221916140	"R02"	"COL"	0.0447445194776421	0.000975292587776289	0.013432269945296	0.165381096630071
4022734	5806361050	"R02"	"COL"	0.108357676494781	0.0198192363607662	0.192627068375533	0.151301854936255
4022793	5854945038	"R06"	"COL"	0.0773811000992659	0.00135457303857822	0.0495585766126848	0.225036930313393
4022840	5806361045	"R04"	"COL"	0.0568386139512393	0.000433463372345066	0.0243189080864431	0.279528010767205
4022858	6229017142	"R04"	"COL"	0.129065853338217	0.00563502384048553	0.0826517900666197	0.194383961452049
4022890	6229025016	"R04"	"COL"	0.0834894180679394	0.0852200738222796	0.0298434707252343	0.229819767881661
4022939	7800246180	"R05"	"COL"	0.0847245209404593	0.00265496315561331	0.0723609380924011	0.226733319794098
4022955	5806361040	"R05"	"COL"	0.130640152710058	0.00162548764629389	0.0182527216595353	0.172439492383614
4022971	8221924080	"R05"	"COL"	0.0615554509458662	0.00184221933246642	0.0378660105246235	0.23478667860564
4022980	5854945036	"R03"	"COL"	0.0662000393468803	0.00113784135240569	0.107090399237819	0.293643521065087
4022998	6229017153	"R05"	"COL"	0.064898470697818	0	0.0684070844391486	0.217422873713629
5010012	5854671019	"R03"	"JHU"	0.0672163884801481	0.313177286519289	0.284623300655365	0.238234321256902
5010098	6229017153	"R04"	"JHU"	0.0957401592343911	0.319733420026008	0.134918485619888	0.263654792010549
5010160	6190773034	"R03"	"JHU"	0.0882272734477829	0.355060684872128	0.131216836948469	0.203455518226182
5010187	7800246106	"R03"	"JHU"	0.119991385066227	0.261324230602514	0.17434869739479	0.219986463528015
5010241	7810920076	"R01"	"JHU"	0.0783681597538753	0.316319895968791	0.090992796403618	0.117357228473171
5010276	7810920108	"R05"	"JHU"	0.0632784111289926	0.430808409189424	0.110924551806315	0.131914861447094
5010314	6229076077	"R05"	"JHU"	0.0993765025010787	0.237449925045194	0.124735958403293	0.233927689892717
5010349	7810920009	"R04"	"JHU"	0.0766933328465226	0.153716948417859	0.0876347289172941	0.219253419475135
5010373	7810920037	"R05"	"JHU"	0.0502202642927064	0.126290830281267	0.101879434544765	0.2086418724884
5010381	7810920045	"R04"	"JHU"	0.136678775519625	0.167676784031285	0.137139143151167	0.304510073850474
5010446	8221916088	"R04"	"JHU"	0.0532969816619749	0.182758994364976	0.137843254075719	0.184134881495802
5010535	6229076139	"R05"	"JHU"	0.0934782943653813	0.298981361074989	0.0848724475978985	0.241477944868138
5010594	8221916053	"R05"	"JHU"	0.114544532760268	0.14765332749466	0.153893421135494	0.235173206981576
5010624	6229017157	"R03"	"JHU"	0.107896459849959	0.373211963589077	0.164978528368459	0.177394643740892
5010667	7810920098	"R05"	"JHU"	0.0755846651005347	0.195546163849155	0.140226398743433	0.212734611664607
5010691	6229025022	"R04"	"JHU"	0.0662051938965649	0.232390550498483	0.179873260033581	0.218841739903343
5010764	6229033043	"R06"	"JHU"	0.0582166064528503	0.259974063689527	0.0858473704165087	0.158590426395196
5010799	7810920057	"R04"	"JHU"	0.0378750182620905	0.39819029042046	0.157612522341981	0.134875375124288
5010888	5854945022	"R01"	"JHU"	0.126591659062063	0.330687078678894	0.170990629908466	0.200780255587473
5010926	6190773022	"R01"	"JHU"	0.0904921444614822	0.0825747724317295	0.056078759235156	0.217268837007746
5011019	8221916053	"R03"	"JHU"	0.211199357055536	0.429731209189723	0.262741699615447	0.269773204360943
5011035	5806361043	"R04"	"JHU"	0.12766945314602	0.308291457763306	0.119915506689054	0.191492448888345
5011043	8221916118	"R04"	"JHU"	0.0614987622975817	0.326777199826615	0.0382928018198559	0.201669359179243
5011051	8221916098	"R05"	"JHU"	0.113866301437752	0.37689640225401	0.125106726060325	0.194283015397898
5011060	7507867013	"R04"	"JHU"	0.056078438553199	0.0124620719549198	0.0395926989113362	0.197059100271606
5011078	5806361045	"R01"	"JHU"	0.123569938413514	0.149382314694408	0.174457022152413	0.175986002047563
5011094	6229076132	"R02"	"JHU"	0.0405355711573249	0.00856090160381451	0.0679196230298434	0.165406843754214
5011116	5859594019	"R01"	"JHU"	0.137726464870841	0.130169913753998	0.067323836862915	0.204833501449816
5011159	7507867013	"R01"	"JHU"	0.0842610647677566	0.185594592677489	0.103396942146637	0.239186929526902
5011183	5806361005	"R01"	"JHU"	0.102159786003011	0.184221099808607	0.238260304392569	0.240788711923055
5011191	5854671024	"R04"	"JHU"	0.149344081504211	0.345470307758994	0.165582872302438	0.166631904214113
5011205	5806361005	"R06"	"JHU"	0.118736798250013	0.338589076723017	0.0645073931647078	0.225592692080184
5011248	6229017113	"R06"	"JHU"	0.113162739951822	0.375650195058518	0.190164112007799	0.18802662386376
5011256	7810920098	"R06"	"JHU"	0.136412020756181	0.289390983961855	0.105846468384266	0.192290799039467
5011345	7507867012	"R02"	"JHU"	0.0568819561807585	0.0277416558300824	0.0375886908953041	0.221561190769082
5011361	6229076168	"R04"	"JHU"	0.119221400322013	0.254117902037278	0.246926285002437	0.227964862019679
5011442	5854945002	"R04"	"JHU"	0.0119862940154112	0.00780234070221064	0.240747828079907	0.232336464866544
5011485	5806361050	"R04"	"JHU"	0.0873510586670031	0.231791962287856	0.115270809941301	0.225103554028887
5011493	6229017137	"R03"	"JHU"	0.0661558828951649	0.19196424240045	0.123750332891368	0.240220084854188
5011531	7507867012	"R03"	"JHU"	0.0779513639020395	0.144072388383182	0.0646157179223311	0.220464583836807
5011540	7507867013	"R03"	"JHU"	0.0648439879934428	0.00834416991764197	0.0558414125548394	0.270326049047787
5011582	6190773038	"R02"	"JHU"	0.0680656436853903	0.0268782058335635	0.00259979418296052	0.183731420076272
5011620	5806361015	"R02"	"JHU"	0.102217161240838	0.00108365843086256	0.154471104370904	0.280280424133922
5011639	5859594023	"R03"	"JHU"	0.0712907104208028	0.00151712180320762	0.0456606564632441	0.189036510458042
5011663	6229033025	"R05"	"JHU"	0.119051365933325	0.332759925955454	0.164599469208688	0.195771428228514
5011728	6190773033	"R05"	"JHU"	0.0645367261088739	0.302449068053749	0.297405622054921	0.182624105229319
5011736	6229076048	"R01"	"JHU"	0.0829559066731146	0.00823580407455571	0.0388344256079727	0.231692716022629
5011752	5854945041	"R02"	"JHU"	0.0853062291653199	0.0872983708971138	0.215295455776418	0.245118259769567
5011914	5854945034	"R05"	"JHU"	0.114981645984295	0.315723883831816	0.229723561644243	0.228038052436681
